propagator = runge-kutta
iterations = 3000
timestep   = 3600
planets    = 10

Sole	1.9885e+30
Mercurio	3.302e+23
Venere	4.8685e+24
Terra	5.97219e+24
Marte	6.4171e+23
Giove	1.89819e+27
Saturno	5.6834e+26
Urano	8.6813e+25
Nettuno	1.02409e+26
Cometa di Halley	2.2e+14

-1.2473e+06	581791	24398	
-2.98486e+07	3.97383e+07	5.8477e+06	
1.0608e+08	-1.58856e+07	-6.39489e+06	
1.21278e+08	8.47482e+07	19529.4	
-2.21552e+08	-9.72913e+07	3.37724e+06	
6.66613e+08	-3.38414e+08	-1.35098e+07	
1.00364e+09	-1.0939e+09	-2.09382e+07	
2.17882e+09	1.9906e+09	-2.08339e+07	
4.42772e+09	-6.41853e+08	-8.88235e+07	
-3.01222e+09	4.03022e+09	-1.49306e+09	

-7.63209e+08	3.78978e+08	1.54223e+07	
1.40896e+11	-1.92477e+11	-2.86529e+10	
-4.77078e+10	7.30593e+09	2.85326e+09	
-2.12611e+10	-1.46106e+10	837601	
8.78706e+09	3.90521e+09	-1.33711e+08	
7.99137e+11	-3.96771e+11	-1.61482e+10	
7.1116e+08	-7.74881e+08	-1.48371e+07	
2.10501e+09	1.9232e+09	-2.0128e+07	
4.38503e+09	-6.35649e+08	-8.79677e+07	
-2.99424e+09	4.00617e+09	-1.48415e+09	

-2.28797e+09	1.13611e+09	4.62346e+07	
3.52364e+11	-4.81153e+11	-7.16401e+10	
-1.19429e+11	1.82816e+10	7.14269e+09	
-5.33322e+10	-3.66548e+10	2.06528e+06	
2.22918e+10	9.90617e+09	-3.39208e+08	
2.39695e+12	-1.19008e+12	-4.84353e+10	
-1.15618e+08	5.71903e+07	2.33465e+06	
1.8919e+09	1.76168e+09	-1.78398e+07	
4.27379e+09	-6.17567e+08	-8.57355e+07	
-2.93653e+09	3.91391e+09	-1.44631e+09	

-3.81264e+09	1.8932e+09	7.70452e+07	
5.63832e+11	-7.69829e+11	-1.14627e+11	
-1.91151e+11	2.92573e+10	1.14321e+10	
-8.5403e+10	-5.86987e+10	3.2933e+06	
3.57937e+10	1.59061e+10	-5.44658e+08	
3.99476e+12	-1.98339e+12	-8.07224e+10	
-1.20987e+09	1.02711e+09	2.49173e+07	
1.58219e+09	1.58224e+09	-1.40971e+07	
4.1255e+09	-5.89822e+08	-8.27585e+07	
-2.85732e+09	3.67658e+09	-1.32652e+09	

-5.33725e+09	2.65027e+09	1.07854e+08	
7.753e+11	-1.0585e+12	-1.57615e+11	
-2.62872e+11	4.0233e+10	1.57215e+10	
-1.17474e+11	-8.07425e+10	4.52146e+06	
4.92945e+10	2.19057e+10	-7.50094e+08	
5.59257e+12	-2.77669e+12	-1.13009e+11	
-2.52337e+09	2.07125e+09	5.18923e+07	
1.21233e+09	1.40512e+09	-9.34685e+06	
3.95305e+09	-5.546e+08	-7.92951e+07	
-2.88413e+09	3.26057e+09	-1.06274e+09	

-6.8618e+09	3.40733e+09	1.38663e+08	
9.86768e+11	-1.34718e+12	-2.00602e+11	
-3.34594e+11	5.12087e+10	2.0011e+10	
-1.49544e+11	-1.02786e+11	5.74968e+06	
6.27949e+10	2.7905e+10	-9.55521e+08	
7.19038e+12	-3.57e+12	-1.45297e+11	
-4.04264e+09	3.15792e+09	8.29599e+07	
8.03731e+08	1.23496e+09	-3.90653e+06	
3.76355e+09	-5.13529e+08	-7.54881e+07	
-3.09137e+09	2.78288e+09	-7.02468e+08	

-8.38628e+09	4.16438e+09	1.69469e+08	
1.19824e+12	-1.63586e+12	-2.43589e+11	
-4.06315e+11	6.21843e+10	2.43004e+10	
-1.81615e+11	-1.2483e+11	6.97795e+06	
7.6295e+10	3.39043e+10	-1.16094e+09	
8.78819e+12	-4.36331e+12	-1.77584e+11	
-5.77791e+09	4.2631e+09	1.18295e+08	
3.68683e+08	1.07212e+09	2.0243e+06	
3.56135e+09	-4.67786e+08	-7.14251e+07	
-3.411e+09	2.31853e+09	-3.13739e+08	

-9.91069e+09	4.92143e+09	2.00275e+08	
1.4097e+12	-1.92453e+12	-2.86576e+11	
-4.78037e+11	7.316e+10	2.85898e+10	
-2.13685e+11	-1.46874e+11	8.20624e+06	
8.97948e+10	3.99035e+10	-1.36636e+09	
1.0386e+13	-5.15661e+12	-2.09871e+11	
-7.76998e+09	5.35633e+09	1.58666e+08	
-8.53821e+07	9.15907e+08	8.31818e+06	
3.3493e+09	-4.18237e+08	-6.71636e+07	
-3.7895e+09	1.87474e+09	8.15108e+07	

-1.1435e+10	5.67851e+09	2.31078e+08	
1.62117e+12	-2.21321e+12	-3.29563e+11	
-5.49758e+11	8.41357e+10	3.28792e+10	
-2.45755e+11	-1.68917e+11	9.43456e+06	
1.03295e+11	4.59027e+10	-1.57178e+09	
1.19838e+13	-5.94992e+12	-2.42158e+11	
-1.01314e+10	6.36425e+09	2.06203e+08	
-5.5371e+08	7.65469e+08	1.48904e+07	
3.1294e+09	-3.65529e+08	-6.27438e+07	
-4.20187e+09	1.44743e+09	4.7766e+08	

-1.29591e+10	6.43577e+09	2.61877e+08	
1.83264e+12	-2.50188e+12	-3.72551e+11	
-6.21479e+11	9.51114e+10	3.71686e+10	
-2.77826e+11	-1.90961e+11	1.06629e+07	
1.16794e+11	5.19018e+10	-1.7772e+09	
1.35816e+13	-6.74323e+12	-2.74445e+11	
-1.33062e+10	6.73531e+09	2.69032e+08	
-1.0331e+09	6.20005e+08	2.16822e+07	
2.90308e+09	-3.10161e+08	-5.81943e+07	
-4.63577e+09	1.03256e+09	8.73165e+08	

-1.44837e+10	7.19362e+09	2.92687e+08	
2.04411e+12	-2.79056e+12	-4.15538e+11	
-6.93201e+11	1.06087e+11	4.1458e+10	
-3.09896e+11	-2.13005e+11	1.18912e+07	
1.30294e+11	5.79009e+10	-1.98261e+09	
1.51794e+13	-7.53654e+12	-3.06732e+11	
-1.45514e+10	5.05681e+09	2.91664e+08	
-1.52132e+09	4.7883e+08	2.86517e+07	
2.67141e+09	-2.52519e+08	-5.35369e+07	
-5.08444e+09	6.27227e+08	1.26762e+09	

-1.60084e+10	7.95131e+09	3.23499e+08	
2.25558e+12	-3.07924e+12	-4.58525e+11	
-7.64922e+11	1.17063e+11	4.57474e+10	
-3.41967e+11	-2.35048e+11	1.31196e+07	
1.43793e+11	6.39e+10	-2.18802e+09	
1.67772e+13	-8.32984e+12	-3.39019e+11	
-1.54825e+10	3.90424e+09	3.08699e+08	
-2.01673e+09	3.41374e+08	3.57676e+07	
2.43521e+09	-1.92915e+08	-4.87882e+07	
-5.54384e+09	2.29353e+08	1.66099e+09	

-1.75331e+10	8.70897e+09	3.54311e+08	
2.46704e+12	-3.36791e+12	-5.01512e+11	
-8.36643e+11	1.28038e+11	5.00369e+10	
-3.74037e+11	-2.57092e+11	1.43479e+07	
1.57292e+11	6.9899e+10	-2.39343e+09	
1.8375e+13	-9.12315e+12	-3.71306e+11	
-1.64261e+10	2.86697e+09	3.26107e+08	
-2.51812e+09	2.07162e+08	4.30064e+07	
2.19512e+09	-1.31598e+08	-4.3961e+07	
-6.01135e+09	-1.62544e+08	2.05332e+09	

-1.90578e+10	9.46662e+09	3.85123e+08	
2.67851e+12	-3.65659e+12	-5.44499e+11	
-9.08365e+11	1.39014e+11	5.43263e+10	
-4.06107e+11	-2.79136e+11	1.55763e+07	
1.70792e+11	7.58981e+10	-2.59885e+09	
1.99729e+13	-9.91646e+12	-4.03593e+11	
-1.73789e+10	1.87999e+09	3.43751e+08	
-3.02455e+09	7.58008e+07	5.03496e+07	
1.95167e+09	-6.87734e+07	-3.90657e+07	
-6.48522e+09	-5.49556e+08	2.44472e+09	

-2.05825e+10	1.02243e+10	4.15934e+08	
2.88998e+12	-3.94526e+12	-5.87487e+11	
-9.80086e+11	1.4999e+11	5.86157e+10	
-4.38178e+11	-3.01179e+11	1.68047e+07	
1.84291e+11	8.18971e+10	-2.80426e+09	
2.15707e+13	-1.07098e+13	-4.3588e+11	
-1.8338e+10	9.21629e+08	3.6155e+08	
-3.53528e+09	-5.30393e+07	5.77828e+07	
1.70526e+09	-4.61163e+06	-3.4111e+07	
